word,CNC,CNC_SD,CNC_N,IMAG,IMAG_SD,IMAG_N,FAM,FAM_SD,FAM_N
painful,2.7059,1.5630,34,4.4545,2.2169,33,6.2667,1.0934,30
paint,6.3939,0.6937,33,6.3235,0.7941,34,6.0645,1.1053,31
paintbrush,6.6250,0.6495,32,6.6286,0.5897,35,5.8485,1.4999,33
painter,6.5000,0.6530,34,6.3871,0.7482,31,5.7778,1.2862,27
pair,4.3667,1.3780,30,5.0625,1.1709,32,6.1786,0.9279,28
palace,6.2593,1.0747,27,6.0370,1.2905,27,4.5926,1.3405,27
pale,3.5806,1.4541,31,4.9697,1.2906,33,5.1429,1.5518,28
pamphlet,6.5455,0.9563,33,6.4242,0.6976,33,4.3636,1.7550,33
pan,6.5294,0.9772,34,6.5000,0.7500,32,5.8667,1.4314,30
pan (camera),4.8000,1.7588,30,5.0938,2.0518,32,3.9118,1.9609,34
pan (criticise),2.6552,1.0264,29,2.7333,1.7689,30,2.7429,2.0191,35
pan (pot),6.5758,0.7797,33,6.6875,0.6818,32,6.2000,1.4236,30
pancake,6.6970,0.5766,33,6.6667,0.6356,33,5.6333,1.6224,30
panda,6.4242,1.0159,33,6.7353,0.6092,34,5.0741,1.7623,27
panic,3.8710,1.6606,31,3.7059,1.7410,34,5.8571,1.0252,28
panorama,4.0909,1.9285,33,4.4063,2.1485,32,3.8824,1.9518,34
panther,6.7576,0.4942,33,6.2647,1.4814,34,4.7000,1.9348,30
paper,6.6364,0.7100,22,6.5200,0.8060,25,6.6087,0.6419,23
paperclip,6.6970,0.7171,33,6.6452,0.7849,31,5.7931,1.3990,29
parachute,6.4242,0.8539,33,6.5000,0.7071,32,5.4483,1.6523,29
parade,5.8000,1.1662,35,6.1250,1.2183,32,5.1212,1.5523,33
paradise,3.0938,1.9098,32,4.8750,2.1469,32,4.9667,1.9232,30
paradox,2.7931,1.5398,29,2.2500,1.2748,32,3.8485,1.9713,33
paragraph,4.8788,1.2970,33,5.3636,1.3887,33,6.2500,0.9112,28
paralyse,4.9429,1.2860,35,4.5882,1.6824,34,5.3529,1.6957,34
paralysis,5.2353,1.3517,34,4.7059,1.7410,34,4.6875,1.7930,32
paranoid,2.5882,1.4167,34,3.6176,1.8473,34,5.2424,1.6702,33
parasite,5.6000,1.3774,35,5.2727,1.5816,33,4.5556,2.0062,27
parcel,5.7333,1.3400,30,6.2941,0.8235,34,5.9286,1.3074,28
parish,4.7500,1.4790,32,4.5667,1.7065,30,3.6296,1.9842,27
park,5.9615,0.9798,26,6.1786,0.7585,28,6.1667,0.8498,24
park (car),5.4063,1.3888,32,5.6129,1.3837,31,6.1786,1.2832,28
park (public land),6.5000,0.6063,34,6.5758,0.7797,33,6.2941,1.0155,34
parlour,5.6774,1.2798,31,4.8125,1.5700,32,3.3235,1.6929,34
parochial,2.6000,1.2543,15,3.1250,1.6910,16,2.2813,1.6247,32
parole,3.5000,1.4318,30,2.6667,1.6268,33,3.6552,1.7671,29
parrot,6.6364,0.5404,33,6.6364,0.7714,33,5.0690,1.8181,29
parsley,6.7097,0.5201,31,6.4688,0.9677,32,5.6897,1.5996,29
part,4.2941,1.0989,34,3.4706,1.6131,34,5.6897,1.3672,29
part (divide),3.5172,1.5892,29,4.2059,1.7620,34,4.8710,1.7550,31
part (portion),4.5000,1.5811,32,4.9118,1.7551,34,5.5152,1.7429,33
partial,2.5294,1.1940,34,2.4706,1.5192,34,4.5313,1.2987,32
particular,3.0882,1.8370,34,2.0286,1.0552,35,5.6563,1.1887,32
parts,4.3667,1.6224,30,3.4516,1.6429,31,5.9615,0.8979,26
party,5.2727,1.6194,33,6.2121,0.8793,33,6.3929,0.9388,28
party (celebration),5.6061,1.5362,33,6.2813,0.6724,32,6.3438,1.4918,32
party (group),5.5143,1.2041,35,5.7647,0.8065,34,5.5455,1.6347,33
pass,3.6765,1.1812,34,4.1765,1.8860,34,6.0000,1.0897,32
pass (move past),4.0857,1.6453,35,4.3429,1.4529,35,5.6364,1.2509,33
pass (permission),3.9697,1.4457,33,3.0000,1.7056,33,5.3125,1.7578,32
pass (route),4.8529,1.5365,34,4.3824,1.7659,34,4.1714,1.8437,35
passage,4.8710,1.5810,31,5.2000,0.8718,30,4.6786,1.5596,28
passageway,5.5882,1.5926,34,5.5143,1.5189,35,4.5172,1.8312,29
passion,3.1935,1.8390,31,3.6563,1.7785,32,5.9667,1.1101,30
passionate,2.5625,1.5194,32,4.4857,1.8263,35,5.7941,1.6048,34
passive,2.4000,1.1263,35,2.6061,1.4552,33,5.0645,1.8305,31
pasta,6.7419,0.6205,31,6.7000,0.8226,30,6.6786,0.6008,28
paste,5.3333,1.1976,33,4.5152,1.7602,33,5.5484,1.2659,31
pastry,6.2353,1.0307,34,6.4848,0.9573,33,5.7188,1.2307,32
patch,5.1212,1.2249,33,5.3000,1.2423,30,5.2000,1.7397,30
patch (area),5.1471,1.6112,34,4.9429,1.9115,35,4.4848,1.7429,33
patch (repair),5.0588,1.2820,34,5.2903,1.3245,31,4.3667,1.4488,30
patent,4.1471,1.5555,34,2.9714,1.7482,35,4.0938,1.7741,32
path,5.8750,1.0232,32,6.2500,0.7906,32,6.3000,0.8622,30
patient,4.0000,1.9097,34,4.6176,1.8473,34,5.6774,1.2018,31
patient (medical),5.8529,1.2864,34,5.5000,1.3985,34,5.5938,1.5784,32
patient (tolerant),2.7429,1.3383,35,2.9706,1.4650,34,6.1875,1.1842,32
patriot,3.8182,1.8167,33,4.3000,1.6361,30,4.3125,1.8781,32
patrol,4.5313,1.4574,32,4.5625,1.8190,32,4.6667,1.3984,30
patron,4.5484,1.3159,31,3.3103,1.7637,29,3.7647,1.7330,34
pause,4.0909,1.5048,33,3.1818,1.6959,33,5.8333,1.1571,30
payment,5.1250,1.4307,32,4.8387,1.7431,31,6.2400,1.1758,25
payroll,5.6471,1.3478,34,4.5758,1.5576,33,4.5313,1.6953,32
pea,6.7692,0.4213,26,6.4444,0.9558,27,5.8214,1.5596,28
peace,2.4194,1.6612,31,3.8125,1.7578,32,5.8387,1.2725,31
peaceful,2.8750,1.7455,32,4.9375,1.7667,32,6.1290,1.2376,31
peach,6.7273,0.5653,33,6.7879,0.5907,33,6.0968,1.0581,31
peacock,6.6765,0.4678,34,6.6471,0.6809,34,4.9655,1.9205,29
peal,4.6774,1.5110,31,4.3235,1.6754,34,4.1515,2.2036,33
peanut,6.8750,0.3307,32,6.7097,0.8498,31,5.8710,1.2113,31
pear,6.7097,0.6321,31,6.7059,0.8235,34,5.7813,1.3401,32
pearl,6.5862,0.6168,58,6.5517,0.8340,58,5.1429,1.5860,56
peas,6.6000,0.8794,60,6.6441,0.6040,59,6.1321,1.0822,53
pebble,6.5806,0.8337,31,6.4688,0.9995,32,5.4839,1.7014,31
pecan,6.0588,1.4130,34,5.5152,1.8278,33,3.1176,2.0112,34
peck,4.4848,1.5200,33,4.7143,1.6830,35,4.5313,1.8706,32
peculiar,2.6129,1.1550,31,2.7941,1.4907,34,4.9091,1.7644,33
peddle,5.0882,1.5218,34,5.3235,1.6400,34,4.5938,1.9821,32
peek,3.7353,1.5398,34,4.6176,1.7659,34,4.9000,1.8682,30
peel,5.0606,1.3243,33,5.3030,1.6046,33,5.6552,1.1530,29
peep,3.5882,1.5362,34,4.2424,1.8915,33,4.5806,1.6996,31
peer,4.4412,1.4791,34,4.5588,1.7854,34,4.9032,1.5315,31
peer (colleague),5.6364,1.5338,33,5.4000,1.5832,30,5.4063,1.4760,32
peer (look),3.8824,1.6937,34,4.3030,1.7142,33,4.4375,1.7667,32
peers,4.4194,0.9427,31,4.1429,1.1562,28,4.5714,1.5682,28
peg,6.2727,0.8624,33,6.1563,1.4166,32,5.1333,1.6275,30
pelt,5.3000,1.3204,30,4.4194,1.6805,31,3.8529,2.0455,34
pelvis,6.4848,0.8571,33,5.9706,1.2945,34,5.0370,1.4525,27
pen,6.6970,0.6269,33,6.8387,0.4470,31,6.6333,0.6046,30
pen (cage),5.8824,1.5294,34,5.7647,1.4962,34,4.0000,1.9008,31
pen (ink),6.2813,1.0379,32,6.0606,1.5752,33,6.6563,0.6896,32
penalty,4.1250,1.7633,32,4.0000,1.8200,32,5.0345,1.6078,29
pence,6.1429,1.0729,35,6.0909,1.0833,33,5.6471,1.5317,34
pencil,6.4545,1.0325,22,6.9200,0.3919,25,6.3043,1.0809,23
penguin,6.4516,1.2659,31,6.6452,1.1230,31,5.5938,1.4331,32
penicillin,6.4194,0.7082,31,5.0938,1.5075,32,4.5926,1.4722,27
penis,6.6471,0.9666,34,6.7500,0.5590,32,5.8276,1.4400,29
penny,6.6333,0.7951,30,6.7500,0.5590,32,6.4444,0.9938,27
pension,4.4375,1.4564,32,2.9667,1.3034,30,5.0000,1.7078,24
pensive,2.9333,1.3888,30,3.2813,1.6627,32,3.1212,1.7711,33
penthouse,5.9667,1.4020,30,6.0645,1.2427,31,4.0000,1.8754,29
people,6.2258,1.2368,31,6.3226,1.2543,31,6.5172,1.0042,29
pepper,6.5882,0.5999,34,6.6667,0.5318,33,6.4194,0.7082,31
pepper (black),6.5000,1.0914,34,6.3714,1.2668,35,5.9677,1.4024,31
pepper (lightly cover),4.4688,1.6199,32,5.0000,1.5374,33,3.8438,1.8893,32
pepper (vegetable),6.5758,0.7797,33,6.8065,0.5913,31,6.2581,1.0767,31
perceive,2.7143,1.2552,35,2.4412,1.3104,34,5.0606,1.7571,33
percent,3.9394,1.8081,33,3.9143,1.8727,35,6.0000,1.1832,30
perception,2.2286,1.3112,35,2.4706,1.5574,34,4.8788,1.4926,33
perform,3.9375,1.4348,32,3.8788,1.5717,33,5.8387,1.2207,31
performance,3.2286,1.7417,35,4.2000,1.9391,35,6.0588,0.9375,34
performer,5.6364,1.2509,33,5.6571,1.6378,35,5.4138,1.5651,29
perfume,5.8000,1.0132,30,5.4483,1.3284,29,5.5200,1.2998,25
period,4.5161,1.6038,31,4.5000,2.1937,32,5.2000,1.4922,30
periodical,3.9412,1.6439,34,3.2286,2.1124,35,3.6364,1.7550,33
periodical (intermittent),2.9310,1.3879,29,2.5313,1.8025,32,3.7879,2.1986,33
periodical (newspaper),5.8000,1.4236,30,5.1379,2.1128,29,2.8125,1.7755,32
perjury,3.3000,1.6763,30,2.7407,1.2351,27,3.6364,1.9512,33
perky,3.5294,1.5948,34,4.6970,1.7664,33,4.7419,1.6650,31
permanent,3.6000,1.9425,30,3.0000,1.8974,30,5.6452,1.2585,31
permission,3.1765,1.8860,34,2.5455,1.3946,33,5.3448,1.2113,29
perpetrator,3.8065,1.6737,31,2.9063,1.4866,32,3.7188,1.6627,32
persecute,3.8750,1.7810,32,3.3750,1.5155,32,4.3529,1.9079,34
persecution,3.3143,1.6522,35,3.6176,1.6980,34,4.5588,1.5939,34
persist,2.6471,1.0256,34,2.4706,1.2657,34,5.3871,1.3363,31
persistent,2.7647,1.4361,34,3.5714,1.5727,35,5.2121,1.4304,33
person,6.3714,1.1486,35,6.1212,1.2249,33,6.5517,0.7695,29
personal,2.7941,1.6588,34,2.7143,1.5959,35,6.1290,1.1286,31
personality,2.3438,1.4707,32,2.1935,1.5329,31,6.3929,0.6729,28
perspiration,5.5938,1.3195,32,5.6875,1.4671,32,5.2059,1.8276,34
pervert,4.2121,1.5326,33,4.1818,1.6779,33,5.3333,1.4682,30
pessimist,3.0294,1.5809,34,3.3529,1.9079,34,5.2424,1.4361,33
pest,4.6250,1.5155,32,5.3125,1.3793,32,5.3448,1.5375,29
pester,2.7667,1.0858,30,3.2258,1.3845,31,4.5667,1.6265,30
pet,5.5769,1.1823,26,5.9655,1.1290,29,6.4500,0.8047,20
petal,6.2059,1.1576,34,6.6364,0.8463,33,5.6667,1.4907,33
petrol,6.0606,1.3243,33,5.4839,1.8643,31,5.6207,1.3497,29
petty,2.6452,1.3332,31,2.7941,1.8276,34,4.9615,1.1923,26
phantom,2.5000,1.3919,32,4.4848,1.8606,33,3.5152,1.5787,33
pharmacist,6.4242,0.6527,33,6.0857,1.2955,35,5.7273,1.2129,33
pharmacy,6.3750,0.7395,32,6.1875,0.9823,32,5.9677,1.0312,31
phase,3.0909,1.6023,33,2.9394,1.3913,33,4.9000,1.1930,30
pheasant,6.6176,0.8750,34,6.1250,1.3170,32,4.1515,2.0319,33
phenomenal,2.0571,1.3297,35,3.0000,1.4142,35,5.0000,1.8205,35
phenomenon,2.1176,1.2547,34,2.3714,1.5872,35,4.0606,1.7742,33
philosophy,1.7576,1.1555,33,2.2121,1.4926,33,5.1290,1.7914,31
phone,6.6522,0.5602,23,6.6897,0.5933,29,6.8750,0.4390,24
photo,5.9355,0.9816,31,6.1786,0.8886,28,6.5000,0.6571,22
photographer,5.7778,1.2273,27,5.9655,0.8087,29,5.6400,1.1271,25
phrase,3.4412,1.9127,34,3.0857,1.6626,35,5.3939,1.4129,33
physical,4.4688,1.4997,32,3.5882,1.8490,34,5.9286,1.1931,28
physician,5.5455,1.5588,33,5.7813,1.3401,32,4.6000,1.7049,30
physics,4.7353,1.9750,34,3.9706,1.6713,34,5.1818,1.6959,33
pianist,6.2059,0.9634,34,6.2188,1.3166,32,5.6786,1.5596,28
piano,6.6957,0.6875,23,6.8750,0.3307,24,6.0400,1.3109,25
pick,3.6875,1.4017,32,3.8065,1.8909,31,5.8889,1.0999,27
picket,5.2500,1.2428,28,4.8276,1.6203,29,4.0000,2.1099,31
pickle,6.1818,1.0285,33,6.4516,1.0728,31,4.9355,1.8654,31
pickle (difficulty),2.9697,1.4870,33,3.0625,1.9193,32,4.2813,1.9563,32
pickle (preserve),5.5758,1.4149,33,4.8485,1.8768,33,3.9412,1.7480,34
picture,5.8438,1.4385,32,5.9000,1.5351,30,6.6071,0.7240,28
pie,6.5000,0.9471,34,6.6452,0.5983,31,6.0000,1.1456,32
piece,4.9412,1.5135,34,4.4706,1.4191,34,6.1034,1.3479,29
pier,6.3448,0.6579,29,6.3448,0.8418,29,4.1481,1.6263,27
pig,6.8696,0.4476,23,6.7037,0.5316,27,5.4000,1.7205,25
pigeon,6.5625,0.8268,32,6.7188,0.5720,32,5.4242,1.6520,33
pile,4.6471,1.5123,34,5.0606,1.5558,33,5.0000,1.6125,30
pill,6.6667,0.6236,24,6.6154,0.7378,26,5.9167,1.2219,24
pillow,6.4412,0.8114,34,6.6176,0.8407,34,6.6552,0.6579,29
pilot,6.5313,0.9008,32,6.5161,0.8375,31,5.2692,1.5580,26
pimp,5.5588,1.2173,34,5.5000,1.4194,34,4.5294,1.9589,34
pimple,6.2500,0.9682,32,6.0606,1.3013,33,4.9677,1.7503,31
pin,6.2813,0.9758,32,6.2121,1.0078,33,5.6000,1.5832,30
pinch,4.9355,1.2427,31,5.6452,1.1791,31,5.6667,1.2472,30
pine,5.6667,1.4702,33,5.3125,1.7036,32,4.2500,1.6771,32
pine (long for),2.3030,1.6420,33,3.3750,2.0729,32,4.4063,2.1339,32
pine (tree/wood),6.5161,0.8751,31,6.4848,0.8210,33,4.8387,1.9193,31
pineapple,6.8065,0.4697,31,6.8710,0.4206,31,5.9310,1.1724,29
pink,5.3438,2.0556,32,6.4375,1.1973,32,5.8750,1.6724,32
pint,6.2813,0.9095,32,6.6250,0.6495,32,6.3000,0.8622,30
pint (beer),6.7879,0.5370,33,6.9063,0.2915,32,6.3939,0.8142,33
pint (volume),5.9429,1.2636,35,5.8286,1.3199,35,6.0303,1.2428,33
pioneer,4.3333,1.7696,33,4.8529,1.5555,34,4.0294,1.4849,34
pipe,6.3750,0.9922,32,6.4000,0.8350,35,4.8750,1.7633,32
pipe (tobacco),6.6875,0.4635,32,6.5625,0.7881,32,4.8333,2.1615,30
pipe (water),6.5000,0.7906,32,6.1714,1.1080,35,5.0588,1.6439,34
pistol,6.4242,1.0739,33,6.4667,0.8459,30,4.4483,2.1105,29
piston,5.7692,1.4493,26,5.4444,1.4487,27,3.3939,2.0735,33
pitch,4.8710,1.4971,31,4.0000,1.9510,31,4.2222,1.6405,27
pitch (field of play),6.0625,0.9980,32,6.1429,1.1500,35,5.3235,1.7442,34
pitch (musical),3.8286,1.6816,35,2.9118,2.1333,34,5.3333,1.8035,33
pitch (tar),5.3226,1.6142,31,4.2759,2.1479,29,2.8710,1.6012,31
pitch (throw),4.8824,1.6762,34,5.5882,1.3529,34,4.3438,1.9302,32
pitiful,2.7429,1.2269,35,3.3438,1.8810,32,4.1515,1.4999,33
pity,2.1667,1.0028,30,3.1000,1.6803,30,5.4444,1.2862,27
pizza,6.7391,0.6056,23,6.6957,0.4601,23,6.6667,0.7766,21
plain,4.0882,1.4626,34,4.1143,1.8788,35,5.9355,1.1896,31
plan,3.8529,1.6473,34,4.0313,1.5907,32,5.9688,0.8833,32
plane,6.5152,0.7832,33,6.6129,0.6564,31,6.1667,1.0028,30
plane (aircraft),6.6364,0.8463,33,6.7059,0.6197,34,6.2069,1.3230,29
plane (surface),5.4857,1.6278,35,5.2571,1.4411,35,3.9697,1.7835,33
plane (wood),6.0588,1.1099,34,5.4545,1.1571,33,3.9118,2.0054,34
planet,6.0000,1.2060,33,6.1818,1.3132,33,6.1071,1.2912,28
plank,5.9333,1.1528,30,6.1379,1.1364,29,4.6207,1.7697,29
plant,6.6296,0.6175,27,6.7778,0.4969,27,6.2500,1.2990,24
plant (factory),6.2813,1.0073,32,6.1515,1.3055,33,4.1563,2.0173,32
plant (flower),6.2424,1.4571,33,6.5313,0.8655,32,6.2414,1.1343,29
plant (position),4.2813,1.7182,32,3.6452,1.6174,31,3.5161,1.8815,31
plantation,6.0323,1.0920,31,5.3333,1.6997,30,3.9310,1.9286,29
plasma,5.1714,1.4038,35,3.5152,1.9089,33,3.6857,2.0532,35
plaster,6.4333,0.8439,30,6.0313,1.3343,32,4.8000,1.4967,25
plaster (bandage),6.4516,0.9449,31,6.4688,0.8286,32,6.2333,1.1455,30
plaster (wall),5.9412,1.4130,34,6.0606,1.2778,33,5.5152,1.6166,33
plate,6.4643,0.8230,28,6.6429,0.7178,28,6.7826,0.5070,23
platter,5.9706,0.9544,34,5.6176,1.3064,34,4.1818,1.5658,33
play,4.1714,1.6985,35,4.6857,1.3260,35,6.1071,0.9761,28
play (game),4.4412,1.5566,34,5.0938,1.3775,32,6.4839,0.9113,31
play (stage performance),5.4706,1.4600,34,6.3636,0.7714,33,6.0938,0.9798,32
player,4.3636,1.4938,33,4.6765,1.7273,34,5.3438,1.5931,32
playful,2.7429,1.2269,35,4.3226,1.4002,31,5.8710,1.2634,31
plea,3.8000,1.5269,35,3.4000,1.8393,35,4.5172,1.4049,29
plead,3.2121,1.2249,33,3.6364,1.4734,33,4.7143,1.4604,28
please,2.8235,1.7059,34,2.9714,1.5581,35,6.3793,1.1571,29
pleasure,2.2121,1.0943,33,3.6765,1.7273,34,5.8571,1.1867,28
pledge,3.6452,1.4712,31,2.8065,1.4237,31,4.3448,1.8247,29
pliers,6.3125,1.1302,32,6.3939,1.0714,33,4.4375,1.7489,32
plight,2.7000,1.2152,30,2.7273,1.5816,33,3.2903,1.8525,31
plot,3.5758,1.5380,33,3.2903,1.8350,31,5.2000,1.4922,30
plot (conspiracy),3.2121,1.7539,33,3.5000,1.7531,34,4.9677,1.8225,31
plot (graph),5.0000,1.4975,33,5.7059,1.2255,34,5.0645,1.6051,31
plot (land),6.0625,0.9980,32,5.8276,0.8737,29,4.7742,1.8088,31
plot (story),3.9412,1.8934,34,3.3030,1.8987,33,5.4483,1.1915,29
plough,5.6333,1.5596,30,5.7419,1.4584,31,3.4483,1.6100,29
ploy,2.8788,1.2249,33,2.5161,0.8375,31,3.6667,1.5348,30
plug,6.3235,0.9305,34,6.2121,1.0374,33,5.9688,1.4681,32
plug (blockage),5.6176,1.3936,34,5.9118,1.1972,34,4.7813,1.9322,32
plug (electric),6.5294,0.8824,34,6.6061,0.7361,33,6.0625,0.8992,32
plum,6.5429,0.8732,35,6.3333,1.0050,33,5.7241,1.3620,29
plumber,5.9259,1.1523,27,5.8846,0.8913,26,4.5417,1.6578,24
plump,4.2424,1.7413,33,5.3235,1.5286,34,5.5625,1.4564,32
plural,3.5625,1.7843,32,2.6774,2.0222,31,5.4667,1.5861,30
poach,3.4375,1.2732,32,3.0333,1.4941,30,3.5357,1.8221,28
poach (cook),5.3333,1.4495,33,5.1250,1.6346,32,4.1714,1.7482,35
poach (hunt),4.8788,1.4514,33,4.7273,1.7628,33,2.9677,1.6360,31
pocket,6.2188,1.3401,32,6.1176,1.0506,34,6.0667,1.3646,30
poet,5.3871,1.5591,31,5.1212,1.5523,33,5.9259,1.2149,27
poetry,4.1515,1.8111,33,5.0000,1.7238,35,5.0690,1.7207,29
point,4.9032,1.6135,31,4.5455,1.6531,33,5.8333,1.4395,30
point (argument),2.7576,1.4149,33,3.0938,1.7385,32,5.8276,1.2613,29
point (finger),5.2059,1.2551,34,5.9118,1.0674,34,5.8667,0.7630,30
point (location),5.2353,1.5541,34,4.1143,1.8169,35,5.1875,1.7219,32
poison,5.6452,1.2061,31,5.2188,1.4083,32,4.8000,1.7776,30
poisoned,5.0303,1.6603,33,4.8125,1.6852,32,4.6563,1.6509,32
poke,5.0294,1.4448,34,5.4000,1.3565,35,5.2903,1.4634,31
poker,5.8788,1.0662,33,6.0000,1.1632,34,4.9714,1.6985,35
poker (cards),5.8571,1.3124,35,6.5294,0.8484,34,5.0000,1.7889,35
poker (rod),6.1563,1.1755,32,6.1333,1.3098,30,3.9032,1.7844,31
polar,4.3636,1.7721,33,4.0882,1.9000,34,4.0909,1.9127,33
pole,6.3939,0.8142,33,6.1429,1.1249,35,5.5862,1.4024,29
police,6.1935,1.0901,31,6.3871,1.0977,31,6.4375,0.8638,32
policeman,6.6061,0.6485,33,6.7188,0.7597,32,6.2667,1.1235,30
polish,5.0588,1.6793,34,5.4857,1.4808,35,5.6333,1.6224,30
polite,2.6774,1.1469,31,3.3000,1.4866,30,5.8750,0.9270,24
politician,5.9394,1.1791,33,5.7500,1.5000,32,6.0333,1.1968,30
poll,4.4375,1.3214,32,4.4375,1.8190,32,5.3548,1.3087,31
pollute,4.2188,1.5152,32,4.4138,1.3003,29,4.8519,1.2968,27
pollution,4.5161,1.7574,31,4.7941,1.6410,34,5.5217,1.3145,23
polyester,5.4412,1.5183,34,4.5625,1.8017,32,4.2813,1.6053,32
ponce,3.0385,1.5561,26,3.9310,1.6174,29,3.2121,1.7711,33
pond,6.3636,0.8814,33,6.3750,0.9601,32,5.3333,1.5109,33
pony,6.6563,0.7335,32,6.7879,0.4088,33,5.5484,1.6818,31
poodle,6.6571,0.5827,35,6.6364,0.8097,33,5.2903,1.7815,31
pool,6.2500,1.0308,32,6.2727,0.8969,33,5.5926,1.4722,27
pool (billiards),6.3125,0.9164,32,6.2647,0.9490,34,4.8182,1.7659,33
pool (shared),4.1212,1.5127,33,4.0882,1.8529,34,4.0645,1.8128,31
pool (water),6.0909,1.0258,33,6.6765,0.7941,34,6.3333,0.8692,30
poor,3.2000,1.8330,30,4.3548,1.8931,31,6.3214,0.9656,28
pope,6.1515,1.1043,33,6.1471,1.3748,34,5.0313,1.6674,32
population,4.8182,1.6959,33,4.2121,1.7881,33,5.7097,1.2749,31
pork,6.3939,0.6937,33,6.0313,1.1854,32,5.3333,1.6193,30
porpoise,6.3214,1.1037,28,5.7143,1.7496,28,3.5172,1.7931,29
port,5.9091,1.2398,33,5.1212,1.8710,33,3.5484,1.6429,31
port (harbour),6.3636,0.9151,33,5.8529,1.3313,34,4.4063,1.6744,32
port (wine),6.1250,0.9922,32,6.0313,1.5907,32,4.6563,1.8975,32
portal,4.0000,1.7489,34,4.1765,1.8226,34,4.3939,1.3243,33
porter,5.4375,1.2732,32,4.9000,1.4457,30,3.6071,1.9882,28
portion,4.5429,1.6273,35,4.6286,1.6403,35,5.7097,1.1128,31
portrait,6.0000,1.1114,34,6.0968,0.9282,31,5.0667,1.3888,30
position,4.0294,1.6176,34,4.0606,1.7571,33,5.6250,1.2183,32
positive,3.2857,1.6830,35,3.6286,1.7086,35,6.4000,0.8000,30
possess,3.5714,1.6263,35,3.5294,1.7529,34,5.2727,1.2376,33
possession,4.1471,1.7512,34,4.2286,1.6576,35,4.8485,1.4380,33
possessive,2.9091,1.4220,33,2.9375,1.5799,32,5.5484,1.6429,31
post,5.6471,1.3478,34,5.6000,1.4182,35,5.9667,1.1968,30
post (mail),6.1212,0.9457,33,6.2424,0.9857,33,6.2500,1.3229,32
post (pole),6.0968,1.3040,31,6.2188,1.2179,32,5.1935,1.4009,31
post (position),4.4118,1.8006,34,3.0571,1.8353,35,4.3030,1.6420,33
poster,6.2353,1.0862,34,6.1818,1.2899,33,5.9667,1.3780,30
postman,6.6970,0.6269,33,6.4688,0.8655,32,6.0000,1.3608,27
posture,5.0000,1.4142,33,4.9032,1.6724,31,5.2963,1.6288,27
pot,6.2500,1.0308,32,6.2813,1.4628,32,5.6129,1.6398,31
pot (drugs),5.6875,1.3793,32,5.9000,1.3254,30,5.0345,1.8286,29
pot (pan),6.5143,0.8061,35,6.3333,0.9428,33,6.2500,1.0607,32
potato,6.8125,0.4635,32,6.6765,0.8984,34,6.6071,0.8594,28
potent,3.5152,1.5787,33,3.1212,1.5523,33,4.3636,1.9356,33
pottery,5.9231,1.0349,26,5.9677,1.0312,31,4.4815,1.7924,27
poultry,6.1515,1.1579,33,5.7879,1.3653,33,4.6667,1.6997,30
pound,5.8485,1.1838,33,6.3030,0.9995,33,6.1818,1.2662,33
pound (dogs),6.1765,0.9843,34,5.6061,1.3470,33,3.9375,1.9516,32
pound (hammer),4.6970,1.6234,33,5.5000,1.5000,34,4.8182,1.5658,33
pound (money),6.4667,0.7180,30,6.5000,0.9014,32,6.5556,1.0304,27
pound (weight),4.8000,1.9732,30,4.1143,1.8939,35,5.1935,1.5947,31
poverty,4.1935,1.8214,31,4.8485,1.9247,33,5.6786,1.3901,28
power,2.8788,1.4514,33,3.7188,1.9722,32,5.6897,1.2064,29
powerful,3.7188,1.6814,32,4.7097,1.6103,31,6.3077,0.9515,26
powerless,2.9714,1.7645,35,3.2121,1.6470,33,4.1034,1.4935,29
practical,3.7500,1.8875,32,2.7097,1.6103,31,5.9310,1.0482,29
practice,3.4194,1.6996,31,3.9143,2.0753,35,6.3103,0.9506,29
prairie,6.0000,1.0828,29,5.3226,1.8559,31,2.6765,1.9054,34
praise,3.1471,1.7343,34,4.1143,1.6694,35,5.7188,1.0675,32
pram,6.6765,0.6739,34,6.6774,0.6419,31,5.1563,1.5833,32
prawn,6.5152,1.1043,33,6.6333,0.9123,30,5.1515,1.8278,33
pray,3.4286,1.7934,35,5.1176,1.3008,34,4.5357,1.6143,28
prayer,3.5882,2.0880,34,4.8235,1.7735,34,4.3750,2.3419,32
precise,3.2667,1.7308,30,2.6000,1.4742,30,5.2143,1.2351,28
predicament,3.0000,1.4142,35,2.7941,1.3886,34,4.3030,1.8172,33
preface,3.3636,1.5139,33,3.1250,1.7275,32,4.0645,1.6643,31
prefix,3.3143,1.6864,35,3.1143,1.8939,35,3.4571,1.5555,35
premium,3.1714,1.6473,35,2.8857,1.7200,35,4.8125,1.9111,32
present,4.8387,1.7431,31,5.1935,1.6543,31,6.0323,1.1212,31
present (gift),6.1176,0.9630,34,6.2581,0.8412,31,5.9677,1.2822,31
present (show),3.9118,1.6336,34,4.5152,1.9403,33,5.6129,1.8259,31
president,6.3438,1.1349,32,6.4194,1.1006,31,5.8571,1.2738,28
pressure,3.2813,1.6053,32,3.3235,1.6754,34,6.1724,0.8333,29
prestige,3.1429,1.6413,35,3.4412,1.6123,34,3.8000,1.6207,30
pretty,3.5000,1.8371,32,5.6129,1.5383,31,6.4643,0.7311,28
pretzel,6.4118,1.0323,34,6.6286,0.7959,35,4.5455,1.7768,33
