"","iterationName","aID","wordSetID","rt","word","button_pressed","response_r","response_g","response_b","response_munsell","trial_type","trial_index","time_elapsed","condition","sliderResponse"
"11","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2177.30999994092,"appearance",0,245,225,219,"10R9/2","color-picker",19,55932,"block1_target_trial",NA
"12","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1508.21499992162,"sun",13,252,190,0,"5Y8/14","color-picker",20,57943,"block1_target_trial",NA
"13","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1984.50500005856,"rose",33,239,107,106,"5R6/12","color-picker",21,60431,"block1_target_trial",NA
"14","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1752.79500009492,"bone",0,245,225,219,"10R9/2","color-picker",22,62689,"block1_target_trial",NA
"15","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1708.42500007711,"fish",28,99,185,228,"10B7/8","color-picker",23,64900,"block1_target_trial",NA
"16","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1497.19000002369,"rock",43,163,162,162,"N6","color-picker",24,66900,"block1_target_trial",NA
"17","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1700.5600000266,"playfulness",42,226,110,159,"5RP6/12","color-picker",25,69103,"block1_target_trial",NA
"18","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,5951.32500003092,"green",47,54,142,15,"10GY5/12","color-picker",8,46185,"color_trial",NA
"19","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1768.70999997482,"excitement",23,244,150,0,"10YR7/14","color-picker",26,71375,"block1_target_trial",NA
"20","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1503.57499998063,"shampoo",50,0,146,196,"10B5/12","color-picker",27,73381,"block1_target_trial",NA
"21","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,3698.36999999825,"orange",23,244,150,0,"10YR7/14","color-picker",9,50390,"color_trial",NA
"22","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1406.62499982864,"chalk",0,245,225,219,"10R9/2","color-picker",28,75291,"block1_target_trial",NA
"23","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,4527.69499993883,"divinity",63,132,71,157,"5P4/12","color-picker",29,80321,"block1_target_trial",NA
"24","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2400.27999994345,"loyal",51,124,112,186,"10PB5/10","color-picker",30,83225,"block1_target_trial",NA
"25","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2255.87500003166,"optimism",13,252,190,0,"5Y8/14","color-picker",31,85983,"block1_target_trial",NA
"26","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1632.65000004321,"urge",49,0,147,152,"10BG5/10","color-picker",32,88119,"block1_target_trial",NA
"27","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1462.62499992736,"lemon",2,238,234,140,"10Y9/6","color-picker",33,90085,"block1_target_trial",NA
"28","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2033.26499997638,"robin",44,216,65,0,"10R5/16","color-picker",34,92621,"block1_target_trial",NA
"29","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2501.86499999836,"pain",80,46,52,38,"5GY2/2","color-picker",35,95626,"block1_target_trial",NA
"30","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1970.54999996908,"ache",66,137,34,17,"10R3/10","color-picker",36,98099,"block1_target_trial",NA
"31","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1399.32499988936,"desire",44,216,65,0,"10R5/16","color-picker",37,100001,"block1_target_trial",NA
"32","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1847.145000007,"faith",13,252,190,0,"5Y8/14","color-picker",38,102351,"block1_target_trial",NA
"33","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1811.09999981709,"success",63,132,71,157,"5P4/12","color-picker",39,104665,"block1_target_trial",NA
"34","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1208.54999986477,"romance",44,216,65,0,"10R5/16","color-picker",40,106377,"block1_target_trial",NA
"35","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,31369.2299999529,"purple",0,245,225,219,"10R9/2","color-picker",10,82271,"color_trial",NA
"36","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2614.5550000947,"corpse",87,59,58,58,"N2","color-picker",41,109494,"block1_target_trial",NA
"37","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1663.59000001103,"temptation",44,216,65,0,"10R5/16","color-picker",42,111661,"block1_target_trial",NA
"38","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1519.51000001281,"staple",48,0,149,112,"10G5/10","color-picker",43,113684,"block1_target_trial",NA
"39","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,7434.505000012,"red",44,216,65,0,"10R5/16","color-picker",11,90211,"catch_trial_color_trials",NA
"40","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1284.52999982983,"energy",24,203,172,0,"10Y7/12","color-picker",44,115471,"block1_target_trial",NA
"41","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1776.50499995798,"relief",23,244,150,0,"10YR7/14","color-picker",45,117750,"block1_target_trial",NA
"42","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1575.05999994464,"fork",87,59,58,58,"N2","color-picker",46,119829,"block1_target_trial",NA
"43","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,5150.335000013,"blue",72,0,79,142,"10B3/10","color-picker",12,95870,"catch_trial_color_trials",NA
"44","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2058.93000005744,"heroism",63,132,71,157,"5P4/12","color-picker",47,122390,"block1_target_trial",NA
"45","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1439.83000004664,"gloom",18,173,204,247,"5PB8/6","color-picker",48,124333,"block1_target_trial",NA
"46","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,4942.50000000466,"yellow",13,252,190,0,"5Y8/14","color-picker",13,101319,"color_trial",NA
"47","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2032.62499999255,"boat",50,0,146,196,"10B5/12","color-picker",49,126869,"block1_target_trial",NA
"48","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,3104.21999997925,"pink",55,190,26,52,"5R4/14","color-picker",14,104929,"color_trial",NA
"49","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,3590.02500004135,"mansion",57,116,95,21,"5Y4/6","color-picker",50,130962,"block1_target_trial",NA
"50","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2078.73499998823,"toe",11,254,185,179,"5R8/6","color-picker",51,133544,"block1_target_trial",NA
"51","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1758.55499994941,"computer",76,82,82,81,"N3","color-picker",52,135806,"block1_target_trial",NA
"52","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1251.46000017412,"blue",62,0,113,178,"5PB4/12","color-picker",53,137561,"block1_catch_trial",NA
"53","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1522.52999995835,"heaven",50,0,146,196,"10B5/12","color-picker",54,139587,"block1_target_trial",NA
"54","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1499.00499987416,"tarantula",87,59,58,58,"N2","color-picker",55,141589,"block1_target_trial",NA
"55","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2273.51999981329,"belt",83,0,63,80,"5B2/6","color-picker",56,144365,"block1_target_trial",NA
"56","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,21589.1200000187,"faith",47,54,142,15,"10GY5/12","color-picker",16,129632,"block1_target_trial",NA
"57","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,5412.38500014879,"temptation",44,216,65,0,"10R5/16","color-picker",58,155247,"block2_target_trial",NA
"58","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,3044.45499996655,"success",47,54,142,15,"10GY5/12","color-picker",17,133182,"block1_target_trial",NA
"59","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1132.17500015162,"romance",44,216,65,0,"10R5/16","color-picker",60,160904,"block2_target_trial",NA
"60","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,4756.99500000337,"green",25,103,196,96,"10GY7/10","color-picker",8,149704,"color_trial",NA
"61","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,6640.28500003042,"sadness",80,46,52,38,"5GY2/2","color-picker",18,140329,"block1_target_trial",NA
"62","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1243.11999999918,"red",44,216,65,0,"10R5/16","color-picker",62,165087,"block2_catch_trial",NA
"63","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1779.18499999214,"orange",13,252,190,0,"5Y8/14","color-picker",9,152015,"color_trial",NA
"64","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2276.04499994777,"robin",44,216,65,0,"10R5/16","color-picker",63,167866,"block2_target_trial",NA
"65","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1876.50999997277,"blue",72,0,79,142,"10B3/10","color-picker",10,154398,"catch_trial_color_trials",NA
"66","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,4246.53999996372,"toe",3,200,241,191,"10GY9/4","color-picker",19,145082,"block1_target_trial",NA
"67","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1708.29500001855,"purple",63,132,71,157,"5P4/12","color-picker",11,156615,"color_trial",NA
"68","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1432.85999982618,"corpse",87,59,58,58,"N2","color-picker",65,170999,"block2_target_trial",NA
"69","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1897.42499997374,"red",55,190,26,52,"5R4/14","color-picker",12,159031,"catch_trial_color_trials",NA
"70","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,3105.78499990515,"sadness",6,216,232,240,"10B9/2","color-picker",67,175780,"block2_target_trial",NA
"71","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,6713.4649999789,"corpse",25,103,196,96,"10GY7/10","color-picker",20,152301,"block1_target_trial",NA
"72","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,5266.68999996036,"yellow",2,238,234,140,"10Y9/6","color-picker",13,164814,"color_trial",NA
"73","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1454.90499999141,"pink",53,218,64,108,"10RP5/14","color-picker",14,166774,"color_trial",NA
"74","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,4061.41500000376,"sun",34,231,111,0,"5YR6/14","color-picker",21,156870,"block1_target_trial",NA
"75","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1502.9649999924,"playfulness",13,252,190,0,"5Y8/14","color-picker",69,181540,"block2_target_trial",NA
"76","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,6862.50500002643,"red",55,190,26,52,"5R4/14","color-picker",8,192922,"catch_trial_color_trials",NA
"77","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,4935.35499996506,"pheasant",25,103,196,96,"10GY7/10","color-picker",22,162311,"block1_target_trial",NA
"78","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1889.66000010259,"barley",25,103,196,96,"10GY7/10","color-picker",71,186657,"block2_target_trial",NA
"79","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,2014.54999996349,"yellow",2,238,234,140,"10Y9/6","color-picker",9,195445,"color_trial",NA
"80","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1374.92999999085,"purple",85,73,31,87,"5P2/8","color-picker",10,197327,"color_trial",NA
"81","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1511.49500021711,"shampoo",61,0,121,148,"5B4/10","color-picker",73,190165,"block2_target_trial",NA
"82","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,3269.18500004103,"playfulness",23,244,150,0,"10YR7/14","color-picker",16,176582,"block1_target_trial",NA
"83","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1714.02500005206,"orange",34,231,111,0,"5YR6/14","color-picker",11,199547,"color_trial",NA
"84","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,5304.19499997515,"rose",33,239,107,106,"5R6/12","color-picker",23,168120,"block1_target_trial",NA
"85","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1559.69999998342,"relief",17,158,211,223,"5B8/4","color-picker",17,178646,"block1_target_trial",NA
"86","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1260.05499996245,"appearance",0,245,225,219,"10R9/2","color-picker",75,193343,"block2_target_trial",NA
"87","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1653.96000002511,"green",69,32,83,38,"10GY3/6","color-picker",12,201709,"color_trial",NA
"88","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1166.71499999939,"blue",62,0,113,178,"5PB4/12","color-picker",13,203383,"catch_trial_color_trials",NA
"89","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2911.61499998998,"gloom",78,75,41,23,"5YR2/4","color-picker",18,182070,"block1_target_trial",NA
"90","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1643.91000010073,"pain",77,99,14,38,"5R2/8","color-picker",77,196691,"block2_target_trial",NA
"91","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1601.39000002528,"pink",42,226,110,159,"5RP6/12","color-picker",14,205491,"color_trial",NA
"92","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,6034.59499997552,"energy",23,244,150,0,"10YR7/14","color-picker",24,174659,"block1_target_trial",NA
"93","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2032.23000001162,"lemon",2,238,234,140,"10Y9/6","color-picker",79,200870,"block2_target_trial",NA
"94","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,5023.18999997806,"loyal",55,190,26,52,"5R4/14","color-picker",19,187598,"block1_target_trial",NA
"95","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,3749.65499999234,"belt",2,238,234,140,"10Y9/6","color-picker",25,178920,"block1_target_trial",NA
"96","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,7393.64999999816,"red",44,216,65,0,"10R5/16","color-picker",8,210755,"catch_trial_color_trials",NA
"97","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1107.7149999328,"chalk",0,245,225,219,"10R9/2","color-picker",81,203971,"block2_target_trial",NA
"98","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1864.09499996807,"blue",50,0,146,196,"10B5/12","color-picker",20,189966,"block1_catch_trial",NA
"99","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,4552.5899999775,"desire",51,124,112,186,"10PB5/10","color-picker",16,212889,"block1_target_trial",NA
"100","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2119.03499998152,"computer",21,202,202,202,"N8","color-picker",21,192590,"block1_target_trial",NA
"101","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1663.65000000224,"heroism",45,170,103,0,"10YR5/10","color-picker",17,215059,"block1_target_trial",NA
"102","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,3363.28000000503,"orange",34,231,111,0,"5YR6/14","color-picker",9,214625,"color_trial",NA
"103","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1830.29499999247,"optimism",13,252,190,0,"5Y8/14","color-picker",83,207475,"block2_target_trial",NA
"104","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1326.84499997413,"ache",55,190,26,52,"5R4/14","color-picker",18,216893,"block1_target_trial",NA
"105","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1718.7649999978,"rose",55,190,26,52,"5R4/14","color-picker",22,194814,"block1_target_trial",NA
"106","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,1961.17499998945,"green",47,54,142,15,"10GY5/12","color-picker",10,217092,"color_trial",NA
"107","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,6200.63999999547,"romance",72,0,79,142,"10B3/10","color-picker",26,185632,"block1_target_trial",NA
"108","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1816.3100000238,"robin",47,54,142,15,"10GY5/12","color-picker",19,219217,"block1_target_trial",NA
"109","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,2377.0600000862,"heaven",29,173,169,229,"10PB7/8","color-picker",85,211641,"block2_target_trial",NA
"110","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2928.2200000016,"mansion",12,255,186,123,"5YR8/8","color-picker",23,198246,"block1_target_trial",NA
"111","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1326.71499997377,"pain",55,190,26,52,"5R4/14","color-picker",20,221051,"block1_target_trial",NA
"112","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,3448.04499999736,"yellow",13,252,190,0,"5Y8/14","color-picker",11,221046,"color_trial",NA
"113","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,4484.13499997696,"tarantula",24,203,172,0,"10Y7/12","color-picker",27,190622,"block1_target_trial",NA
"114","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2064.63500001701,"toe",78,75,41,23,"5YR2/4","color-picker",24,200815,"block1_target_trial",NA
"115","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1888.5499999742,"chalk",10,233,232,231,"N9","color-picker",21,223447,"block1_target_trial",NA
"116","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1749.33000002056,"ache",45,170,103,0,"10YR5/10","color-picker",87,215645,"block2_target_trial",NA
"117","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,2712.32999999484,"pink",53,218,64,108,"10RP5/14","color-picker",12,224264,"color_trial",NA
"118","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1550.0100000063,"chalk",41,170,136,191,"5P6/8","color-picker",25,202878,"block1_target_trial",NA
"119","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1465.43500002008,"playfulness",25,103,196,96,"10GY7/10","color-picker",22,225417,"block1_target_trial",NA
"120","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1672.04499989748,"excitement",44,216,65,0,"10R5/16","color-picker",89,219703,"block2_target_trial",NA
"121","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1903.99500000058,"pheasant",46,141,120,0,"10Y5/8","color-picker",23,227827,"block1_target_trial",NA
"122","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2095.48999997787,"fork",65,107,108,107,"N4","color-picker",26,205491,"block1_target_trial",NA
"123","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,4735.65000000235,"purple",73,79,58,135,"10PB3/10","color-picker",13,229504,"color_trial",NA
"124","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1858.86999999639,"staple",87,59,58,58,"N2","color-picker",27,207870,"block1_target_trial",NA
"125","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,2265.65000001574,"bone",10,233,232,231,"N9","color-picker",24,230599,"block1_target_trial",NA
"126","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,7713.49999995437,"mansion",13,252,190,0,"5Y8/14","color-picker",28,198842,"block1_target_trial",NA
"127","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1337.65999996103,"fork",87,59,58,58,"N2","color-picker",91,223388,"block2_target_trial",NA
"128","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,2147.20500000112,"blue",72,0,79,142,"10B3/10","color-picker",14,232156,"catch_trial_color_trials",NA
"129","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1959.84500000486,"faith",50,0,146,196,"10B5/12","color-picker",25,233067,"block1_target_trial",NA
"130","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2631.98000000557,"desire",40,96,151,219,"5PB6/10","color-picker",28,211006,"block1_target_trial",NA
"131","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1207.04000000842,"rose",33,239,107,106,"5R6/12","color-picker",26,234781,"block1_target_trial",NA
"132","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,1288.9149999246,"mansion",57,116,95,21,"5Y4/6","color-picker",93,226775,"block2_target_trial",NA
"133","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1247.2500000149,"lemon",2,238,234,140,"10Y9/6","color-picker",27,236535,"block1_target_trial",NA
"134","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,3063.90999996802,"pheasant",72,0,79,142,"10B3/10","color-picker",29,214574,"block1_target_trial",NA
"135","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,6218.69500004686,"lemon",13,252,190,0,"5Y8/14","color-picker",29,205566,"block1_target_trial",NA
"136","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2614.91000000387,"temptation",77,99,14,38,"5R2/8","color-picker",30,217702,"block1_target_trial",NA
"137","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,2848.04999997141,"divinity",15,135,220,178,"5G8/6","color-picker",30,208920,"block1_target_trial",NA
"138","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,6818.02999999491,"relief",13,252,190,0,"5Y8/14","color-picker",16,241149,"block1_target_trial",NA
"139","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,6630.52500004414,"sadness",72,0,79,142,"10B3/10","color-picker",28,243673,"block1_target_trial",NA
"140","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,2011.58999999461,"barley",47,54,142,15,"10GY5/12","color-picker",17,243669,"block1_target_trial",NA
"141","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,3663.31999999238,"heroism",27,29,194,202,"10BG7/8","color-picker",31,221870,"block1_target_trial",NA
"142","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1481.86499997973,"computer",37,29,171,113,"5G6/10","color-picker",29,245661,"block1_target_trial",NA
"143","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2237.58500005351,"robin",22,254,147,109,"10R7/10","color-picker",32,224622,"block1_target_trial",NA
"144","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,2564.2200000002,"divinity",63,132,71,157,"5P4/12","color-picker",18,246737,"block1_target_trial",NA
"145","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1501.12999998964,"heaven",2,238,234,140,"10Y9/6","color-picker",30,247671,"block1_target_trial",NA
"146","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,6633.58500000322,"heaven",5,205,236,235,"10BG9/2","color-picker",31,216060,"block1_target_trial",NA
"147","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,1704.28000000538,"divinity",42,226,110,159,"5RP6/12","color-picker",33,226830,"block1_target_trial",NA
"148","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1379.39000001643,"success",2,238,234,140,"10Y9/6","color-picker",31,249553,"block1_target_trial",NA
"149","full_sample","39PAAFCODM0MIBRLX0IX50HNG2LTV4",0,13135.5500000063,"computer",87,59,58,58,"N2","color-picker",95,242220,"block2_target_trial",NA
"150","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,3278.23999999964,"fish",21,202,202,202,"N8","color-picker",19,250521,"block1_target_trial",NA
"151","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,1497.85500002326,"staple",10,233,232,231,"N9","color-picker",32,251557,"block1_target_trial",NA
"152","full_sample","36DSNE9QZ5YXEOMJKUIF8206M7XOJS",0,2734.59499998717,"chalk",1,255,225,176,"10YR9/4","color-picker",32,219300,"block1_target_trial",NA
"153","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2268.44000001438,"romance",55,190,26,52,"5R4/14","color-picker",34,229606,"block1_target_trial",NA
"154","full_sample","3MMN5BL1WZ4YT7ZI4TBF0RUCVAWM3Z",0,2334.4700000016,"belt",87,59,58,58,"N2","color-picker",33,254399,"block1_target_trial",NA
"155","full_sample","3KIBXJ1WD5USP8S12FIR9H0J1WXOKR",0,3017.76000000245,"rock",43,163,162,162,"N6","color-picker",20,254043,"block1_target_trial",NA
"156","full_sample","3CTOC39K37QQTIUK381DXGEBWINJ7X",0,2144.29500000551,"boat",18,173,204,247,"5PB8/6","color-picker",35,232254,"block1_target_trial",NA
