word,sliderResponse,condition
butterfly,33,concrete
memory,11,abstract
humiliation,38,abstract
seat,23,abstract
noblity,72,abstract
memory,92,abstract
insanity,0,abstract
admiration,25,abstract
daffodil,80,concrete
horn,25,abstract
humiliation,15,abstract
ferret,54,concrete
memory,36,abstract
noblity,9,abstract
obligation,18,abstract
seat,15,abstract
hairdryer,1,abstract
viciousness,70,concrete
butterfly,5,concrete
insanity,30,abstract
suit,2,concrete
suit,23,concrete
daffodil,59,concrete
unicorn,29,abstract
theory,30,abstract
ferret,30,concrete
fear,59,concrete
adoration,65,abstract
gossip,62,abstract
viciousness,21,concrete
lobster,60,concrete
theory,14,abstract
cigar,99,concrete
horn,69,abstract
adoration,11,abstract
revolt,60,concrete
speed,4,concrete
suit,54,concrete
insanity,34,abstract
crab,53,concrete
couch,5,abstract
adoration,62,abstract
gossip,0,abstract
insanity,61,abstract
suit,59,concrete
suit,22,concrete
unicorn,5,abstract
suit,25,concrete
glamour,1,concrete
insanity,2,abstract
seat,14,abstract
flesh,87,concrete
hill,77,concrete
theory,62,abstract
lobster,47,concrete
memory,59,abstract
viciousness,31,concrete
reassurance,24,abstract
humiliation,5,abstract
admiration,62,abstract
viciousness,15,concrete
hammer,38,concrete
fear,55,concrete
fear,38,concrete
reassurance,4,abstract
crab,68,concrete
obligation,29,abstract
speed,96,concrete
couch,53,abstract
revolt,64,concrete
noblity,66,abstract
adoration,14,abstract
ferret,66,concrete
obligation,54,abstract
butterfly,7,concrete
obligation,48,abstract
hawk,34,abstract
ferret,57,concrete
admiration,25,abstract
drums,18,abstract
craziness,25,abstract
memory,34,abstract
flesh,13,concrete
flesh,40,concrete
flesh,5,concrete
obligation,8,abstract
hawk,7,abstract
crab,65,concrete
unicorn,13,abstract
fear,37,concrete
book,75,abstract
hairdryer,32,abstract
memory,8,abstract
lobster,71,concrete
hammer,23,concrete
daffodil,78,concrete
viciousness,7,concrete
horn,84,abstract
unicorn,5,abstract
drums,77,abstract
defiance,56,concrete
horn,5,abstract
humiliation,65,abstract
butterfly,21,concrete
ferret,3,concrete
crab,1,concrete
pride,51,abstract
couch,48,abstract
ferret,24,concrete
craziness,61,abstract
adoration,14,abstract
cigar,37,concrete
speed,63,concrete
lobster,46,concrete
revolt,70,concrete
book,66,abstract
revolt,18,concrete
reassurance,58,abstract
adoration,9,abstract
humiliation,33,abstract
crab,1,concrete
viciousness,70,concrete
humiliation,15,abstract
drums,19,abstract
equality,83,abstract
flesh,94,concrete
pride,56,abstract
gossip,63,abstract
cigar,5,concrete
hawk,77,abstract
muscle,69,abstract
viciousness,42,concrete
book,43,abstract
memory,1,abstract
theory,22,abstract
seat,14,abstract
crab,67,concrete
admiration,13,abstract
fear,23,concrete
glamour,38,concrete
horn,25,abstract
prune,22,concrete
admiration,61,abstract
hawk,96,abstract
seat,23,abstract
equality,15,abstract
hill,44,concrete
cigar,55,concrete
couch,3,abstract
speed,70,concrete
book,2,abstract
prune,62,concrete
humiliation,7,abstract
cigar,70,concrete
hammer,3,concrete
cigar,53,concrete
noblity,59,abstract
glamour,96,concrete
obligation,19,abstract
book,35,abstract
butterfly,79,concrete
book,26,abstract
hill,73,concrete
revolt,22,concrete
flesh,16,concrete
equality,47,abstract
seat,0,abstract
horn,16,abstract
pride,65,abstract
speed,45,concrete
theory,26,abstract
lobster,93,concrete
gossip,20,abstract
adoration,32,abstract
memory,25,abstract
insanity,79,abstract
memory,20,abstract
prune,74,concrete
defiance,23,concrete
daffodil,61,concrete
cigar,32,concrete
hairdryer,45,abstract
suit,83,concrete
flesh,44,concrete
speed,69,concrete
lobster,68,concrete
viciousness,100,concrete
flesh,32,concrete
lobster,12,concrete
flesh,20,concrete
speed,63,concrete
couch,0,abstract
unicorn,37,abstract
adoration,66,abstract
muscle,13,abstract
hawk,43,abstract
hill,90,concrete
butterfly,26,concrete
ferret,22,concrete
seat,69,abstract
fear,17,concrete
book,28,abstract
prune,82,concrete
thoughtlessness,10,abstract
seat,64,abstract
reassurance,46,abstract
seat,42,abstract
insanity,2,abstract
fear,31,concrete
equality,72,abstract
equality,18,abstract
defiance,22,concrete
cigar,72,concrete
equality,18,abstract
gossip,3,abstract
glamour,15,concrete
drums,37,abstract
seat,65,abstract
lobster,78,concrete
suit,23,concrete
daffodil,29,concrete
lobster,79,concrete
reassurance,16,abstract
prune,36,concrete
hammer,70,concrete
hawk,3,abstract
daffodil,91,concrete
crab,89,concrete
speed,82,concrete
seat,17,abstract
drums,22,abstract
pride,62,abstract
revolt,37,concrete
book,14,abstract
book,74,abstract
equality,45,abstract
hill,73,concrete
prune,83,concrete
theory,3,abstract
equality,64,abstract
unicorn,19,abstract
crab,93,concrete
viciousness,35,concrete
hill,68,concrete
hill,28,concrete
book,20,abstract
defiance,9,concrete
hairdryer,31,abstract
hammer,72,concrete
memory,15,abstract
flesh,84,concrete
thoughtlessness,23,abstract
prune,26,concrete
suit,43,concrete
humiliation,15,abstract
muscle,18,abstract
drums,21,abstract
daffodil,69,concrete
butterfly,39,concrete
hawk,51,abstract
hammer,10,concrete
prune,66,concrete
butterfly,12,concrete
unicorn,92,abstract
obligation,30,abstract
thoughtlessness,1,abstract
ferret,86,concrete
viciousness,19,concrete
gossip,77,abstract
memory,27,abstract
hairdryer,9,abstract
humiliation,6,abstract
seat,9,abstract
adoration,17,abstract
seat,10,abstract
equality,3,abstract
drums,61,abstract
hawk,8,abstract
horn,44,abstract
pride,9,abstract
craziness,28,abstract
hammer,86,concrete
cigar,89,concrete
hawk,44,abstract
flesh,34,concrete
craziness,70,abstract
insanity,22,abstract
crab,46,concrete
theory,2,abstract
admiration,58,abstract
humiliation,1,abstract
obligation,4,abstract
pride,17,abstract
obligation,23,abstract
hawk,71,abstract
prune,82,concrete
hawk,14,abstract
butterfly,20,concrete
adoration,78,abstract
equality,40,abstract
drums,58,abstract
viciousness,92,concrete
hill,37,concrete
suit,98,concrete
reassurance,59,abstract
gossip,21,abstract
hairdryer,6,abstract
obligation,36,abstract
humiliation,59,abstract
gossip,68,abstract
horn,47,abstract
hawk,39,abstract
drums,17,abstract
reassurance,2,abstract
hairdryer,0,abstract
hairdryer,9,abstract
defiance,12,concrete
ferret,1,concrete
fear,77,concrete
fear,44,concrete
equality,74,abstract
defiance,13,concrete
thoughtlessness,56,abstract
fear,43,concrete
book,37,abstract
couch,58,abstract
suit,68,concrete
memory,0,abstract
unicorn,84,abstract
hammer,75,concrete
viciousness,29,concrete
thoughtlessness,3,abstract
glamour,34,concrete
couch,80,abstract
speed,15,concrete
book,25,abstract
crab,69,concrete
insanity,45,abstract
drums,1,abstract
butterfly,65,concrete
pride,11,abstract
hawk,80,abstract
prune,48,concrete
fear,73,concrete
crab,66,concrete
adoration,41,abstract
reassurance,10,abstract
hill,59,concrete
pride,58,abstract
pride,57,abstract
fear,16,concrete
ferret,62,concrete
speed,20,concrete
gossip,11,abstract
lobster,100,concrete
prune,39,concrete
viciousness,39,concrete
horn,1,abstract
insanity,56,abstract
gossip,29,abstract
insanity,2,abstract
craziness,69,abstract
hill,62,concrete
daffodil,32,concrete
obligation,42,abstract
book,54,abstract
equality,38,abstract
hairdryer,56,abstract
muscle,81,abstract
daffodil,72,concrete
pride,70,abstract
admiration,59,abstract
gossip,19,abstract
cigar,89,concrete
suit,62,concrete
thoughtlessness,12,abstract
flesh,55,concrete
unicorn,71,abstract
hammer,28,concrete
hill,54,concrete
unicorn,32,abstract
drums,29,abstract
couch,39,abstract
butterfly,7,concrete
horn,16,abstract
humiliation,80,abstract
adoration,5,abstract
noblity,71,abstract
theory,40,abstract
glamour,20,concrete
theory,11,abstract
revolt,10,concrete
muscle,39,abstract
unicorn,49,abstract
glamour,58,concrete
prune,89,concrete
defiance,8,concrete
muscle,30,abstract
defiance,73,concrete
humiliation,73,abstract
hammer,18,concrete
equality,19,abstract
ferret,65,concrete
obligation,1,abstract
book,76,abstract
defiance,34,concrete
humiliation,55,abstract
hairdryer,65,abstract
craziness,56,abstract
butterfly,39,concrete
obligation,18,abstract
flesh,93,concrete
drums,22,abstract
hammer,79,concrete
suit,29,concrete
pride,48,abstract
lobster,38,concrete
hammer,19,concrete
memory,40,abstract
unicorn,100,abstract
hammer,18,concrete
obligation,71,abstract
adoration,12,abstract
book,69,abstract
fear,85,concrete
crab,75,concrete
reassurance,64,abstract
revolt,36,concrete
noblity,71,abstract
pride,4,abstract
reassurance,37,abstract
fear,8,concrete
obligation,8,abstract
butterfly,26,concrete
thoughtlessness,4,abstract
equality,80,abstract
fear,62,concrete
equality,63,abstract
fear,24,concrete
adoration,20,abstract
flesh,44,concrete
book,52,abstract
speed,9,concrete
revolt,77,concrete
admiration,57,abstract
hawk,22,abstract
reassurance,67,abstract
lobster,97,concrete
hill,86,concrete
prune,77,concrete
seat,44,abstract
equality,19,abstract
reassurance,78,abstract
craziness,6,abstract
reassurance,64,abstract
hammer,55,concrete
hammer,69,concrete
cigar,68,concrete
lobster,16,concrete
butterfly,63,concrete
thoughtlessness,73,abstract
drums,75,abstract
flesh,66,concrete
humiliation,6,abstract
thoughtlessness,60,abstract
thoughtlessness,8,abstract
hill,71,concrete
noblity,85,abstract
horn,39,abstract
thoughtlessness,23,abstract
craziness,10,abstract
admiration,3,abstract
craziness,51,abstract
glamour,55,concrete
seat,10,abstract
insanity,33,abstract
thoughtlessness,27,abstract
thoughtlessness,66,abstract
pride,23,abstract
suit,98,concrete
suit,61,concrete
equality,22,abstract
hairdryer,16,abstract
insanity,78,abstract
memory,1,abstract
drums,59,abstract
drums,81,abstract
horn,65,abstract
couch,40,abstract
gossip,58,abstract
drums,67,abstract
book,39,abstract
flesh,26,concrete
reassurance,25,abstract
fear,92,concrete
cigar,41,concrete
horn,65,abstract
pride,62,abstract
speed,20,concrete
thoughtlessness,70,abstract
hairdryer,9,abstract
craziness,37,abstract
adoration,42,abstract
ferret,72,concrete
insanity,58,abstract
glamour,84,concrete
couch,56,abstract
pride,30,abstract
admiration,23,abstract
cigar,1,concrete
pride,73,abstract
seat,41,abstract
lobster,23,concrete
couch,7,abstract
gossip,14,abstract
suit,84,concrete
adoration,3,abstract
flesh,34,concrete
adoration,35,abstract
insanity,77,abstract
ferret,57,concrete
gossip,22,abstract
ferret,77,concrete
equality,14,abstract
viciousness,3,concrete
reassurance,13,abstract
glamour,80,concrete
hairdryer,46,abstract
admiration,18,abstract
ferret,66,concrete
seat,3,abstract
humiliation,68,abstract
gossip,19,abstract
defiance,80,concrete
speed,53,concrete
humiliation,61,abstract
speed,10,concrete
glamour,18,concrete
gossip,68,abstract
hairdryer,9,abstract
viciousness,7,concrete
equality,65,abstract
theory,12,abstract
speed,3,concrete
hill,62,concrete
obligation,57,abstract
crab,22,concrete
couch,2,abstract
craziness,51,abstract
butterfly,53,concrete
lobster,65,concrete
viciousness,38,concrete
admiration,79,abstract
hairdryer,12,abstract
suit,63,concrete
butterfly,61,concrete
adoration,1,abstract
reassurance,80,abstract
noblity,16,abstract
thoughtlessness,38,abstract
defiance,5,concrete
unicorn,55,abstract
hammer,53,concrete
unicorn,46,abstract
fear,90,concrete
drums,66,abstract
butterfly,73,concrete
couch,56,abstract
horn,2,abstract
suit,64,concrete
cigar,67,concrete
humiliation,25,abstract
hawk,49,abstract
fear,41,concrete
cigar,46,concrete
fear,74,concrete
reassurance,13,abstract
prune,83,concrete
viciousness,66,concrete
memory,87,abstract
insanity,23,abstract
noblity,79,abstract
crab,30,concrete
seat,77,abstract
pride,28,abstract
lobster,84,concrete
insanity,5,abstract
craziness,12,abstract
hawk,73,abstract
defiance,86,concrete
equality,3,abstract
prune,1,concrete
daffodil,47,concrete
muscle,25,abstract
daffodil,86,concrete
flesh,45,concrete
disgust,34,abstract
viciousness,77,concrete
humiliation,11,abstract
hammer,12,concrete
obligation,17,abstract
noblity,66,abstract
insanity,75,abstract
prune,78,concrete
insanity,16,abstract
reassurance,57,abstract
reassurance,52,abstract
speed,73,concrete
butterfly,20,concrete
daffodil,100,concrete
cigar,72,concrete
drums,3,abstract
craziness,4,abstract
pride,41,abstract
equality,58,abstract
insanity,41,abstract
hill,67,concrete
theory,58,abstract
flesh,61,concrete
book,74,abstract
crab,81,concrete
hawk,62,abstract
hill,52,concrete
revolt,78,concrete
memory,59,abstract
flesh,71,concrete
obligation,28,abstract
book,65,abstract
couch,43,abstract
seat,60,abstract
drums,7,abstract
muscle,4,abstract
ferret,58,concrete
theory,62,abstract
craziness,24,abstract
thoughtlessness,51,abstract
admiration,22,abstract
lobster,78,concrete
couch,60,abstract
unicorn,5,abstract
drums,1,abstract
couch,31,abstract
insanity,43,abstract
daffodil,57,concrete
gossip,77,abstract
crab,58,concrete
butterfly,66,concrete
hammer,56,concrete
seat,49,abstract
memory,4,abstract
revolt,37,concrete
prune,73,concrete
prune,55,concrete
humiliation,60,abstract
hawk,88,abstract
fear,69,concrete
horn,33,abstract
prune,15,concrete
fear,59,concrete
seat,52,abstract
cigar,74,concrete
seat,28,abstract
daffodil,73,concrete
muscle,72,abstract
theory,4,abstract
revolt,61,concrete
craziness,3,abstract
humiliation,1,abstract
crab,33,concrete
hammer,57,concrete
reassurance,59,abstract
crab,79,concrete
drums,29,abstract
couch,39,abstract
adoration,73,abstract
gossip,24,abstract
humiliation,55,abstract
crab,83,concrete
speed,71,concrete
obligation,32,abstract
reassurance,2,abstract
memory,30,abstract
drums,26,abstract
unicorn,79,abstract
unicorn,14,abstract
prune,94,concrete
pride,18,abstract
equality,57,abstract
obligation,47,abstract
reassurance,71,abstract
equality,58,abstract
revolt,24,concrete
noblity,66,abstract
memory,61,abstract
hill,30,concrete
glamour,9,concrete
couch,77,abstract
defiance,29,concrete
crab,60,concrete
fear,59,concrete
viciousness,81,concrete
craziness,38,abstract
obligation,35,abstract
pride,69,abstract
book,32,abstract
insanity,56,abstract
book,78,abstract
hawk,28,abstract
butterfly,76,concrete
reassurance,39,abstract
memory,2,abstract
memory,23,abstract
glamour,22,concrete
hairdryer,71,abstract
couch,1,abstract
viciousness,79,concrete
theory,2,abstract
defiance,41,concrete
suit,72,concrete
insanity,1,abstract
defiance,65,concrete
obligation,30,abstract
revolt,61,concrete
theory,32,abstract
obligation,9,abstract
seat,69,abstract
hawk,65,abstract
theory,18,abstract
gossip,37,abstract
fear,69,concrete
ferret,23,concrete
obligation,52,abstract
hairdryer,61,abstract
glamour,69,concrete
hill,84,concrete
adoration,87,abstract
horn,80,abstract
hill,18,concrete
theory,55,abstract
hill,38,concrete
memory,56,abstract
book,30,abstract
butterfly,54,concrete
couch,1,abstract
gossip,26,abstract
hawk,33,abstract
seat,72,abstract
unicorn,23,abstract
admiration,57,abstract
crab,79,concrete
lobster,89,concrete
seat,9,abstract
pride,2,abstract
hammer,13,concrete
defiance,54,concrete
insanity,78,abstract
lobster,61,concrete
obligation,77,abstract
hairdryer,75,abstract
defiance,56,concrete
thoughtlessness,23,abstract
hairdryer,59,abstract
humiliation,73,abstract
revolt,57,concrete
defiance,70,concrete
couch,5,abstract
humiliation,13,abstract
adoration,1,abstract
adoration,55,abstract
speed,2,concrete
theory,48,abstract
horn,72,abstract
daffodil,12,concrete
humiliation,2,abstract
lobster,78,concrete
fear,74,concrete
horn,56,abstract
craziness,41,abstract
cigar,77,concrete
noblity,30,abstract
prune,64,concrete
adoration,85,abstract
ferret,71,concrete
horn,35,abstract
horn,2,abstract
speed,77,concrete
speed,10,concrete
revolt,35,concrete
theory,57,abstract
reassurance,19,abstract
couch,60,abstract
suit,61,concrete
butterfly,88,concrete
muscle,80,abstract
pride,69,abstract
glamour,13,concrete
insanity,42,abstract
gossip,65,abstract
flesh,62,concrete
prune,100,concrete
hawk,78,abstract
hawk,9,abstract
seat,1,abstract
reassurance,46,abstract
hammer,22,concrete
butterfly,1,concrete
reassurance,13,abstract
memory,47,abstract
reassurance,86,abstract
memory,19,abstract
drums,67,abstract
ferret,4,concrete
adoration,58,abstract
hammer,97,concrete
adoration,62,abstract
fear,36,concrete
admiration,74,abstract
unicorn,62,abstract
memory,30,abstract
thoughtlessness,23,abstract
gossip,71,abstract
daffodil,8,concrete
thoughtlessness,3,abstract
butterfly,17,concrete
gossip,3,abstract
reassurance,34,abstract
muscle,53,abstract
butterfly,48,concrete
speed,73,concrete
suit,96,concrete
hairdryer,16,abstract
glamour,72,concrete
horn,72,abstract
hairdryer,26,abstract
obligation,48,abstract
hairdryer,13,abstract
couch,4,abstract
fear,89,concrete
hill,68,concrete
couch,48,abstract
viciousness,3,concrete
glamour,67,concrete
horn,56,abstract
viciousness,84,concrete
prune,22,concrete
hill,73,concrete
equality,7,abstract
speed,54,concrete
flesh,55,concrete
hill,68,concrete
hairdryer,95,abstract
adoration,60,abstract
pride,88,abstract
butterfly,80,concrete
theory,34,abstract
daffodil,100,concrete
hairdryer,66,abstract
hammer,79,concrete
craziness,47,abstract
admiration,55,abstract
hill,40,concrete
muscle,80,abstract
cigar,85,concrete
unicorn,38,abstract
theory,21,abstract
daffodil,89,concrete
viciousness,6,concrete
hill,95,concrete
glamour,1,concrete
viciousness,12,concrete
speed,58,concrete
pride,59,abstract
